startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-40056.6,-107197.38,0,-40190.91,-107052.14,0,631.5555,673.284
-39906.547,-107317.41,0,-40056.6,-107197.38,0,608.2178,631.5555
-39756.297,-107430.65,0,-39906.547,-107317.41,0,607.442,608.2178
-39632.383,-107537.234,0,-39756.297,-107430.65,0,608.76044,607.442
-39511.977,-107647.72,0,-39632.383,-107537.234,0,608.45416,608.76044
-39382.37,-107749.82,0,-39511.977,-107647.72,0,579.6879,608.45416
-41614.38,-105758.016,0,-41770.336,-105684.74,0,604.28876,586.3239
-41770.336,-105684.74,0,-41927.273,-105625.78,0,586.3239,558.93976
-41927.273,-105625.78,0,-42101.457,-105603.516,0,558.93976,546.5198
-42101.457,-105603.516,0,-42208.41,-105596.58,0,546.5198,548.4783
-42422.387,-105582.2,0,-42529.32,-105610.38,0,597.77966,654.1274
-42208.41,-105596.58,0,-42315.4,-105583.24,0,548.4783,561.8309
-42315.4,-105583.24,0,-42422.387,-105582.2,0,561.8309,597.77966
-42428.734,-104012.26,0,-42496.21,-104196.65,0,444.7128,509.47934
-42334.59,-103855.08,0,-42428.734,-104012.26,0,402.8759,444.7128
-42226.176,-103716.766,0,-42334.59,-103855.08,0,386.5569,402.8759
-42117.523,-103587.64,0,-42226.176,-103716.766,0,377.24133,386.5569
-42032.48,-103510.05,0,-42117.523,-103587.64,0,374.90082,377.24133
-41936.17,-103470.02,0,-42032.48,-103510.05,0,365.74496,374.90082
-41830.027,-103460.13,0,-41936.17,-103470.02,0,340.68472,365.74496
-41716.57,-103458.375,0,-41830.027,-103460.13,0,300.90512,340.68472
-41442.242,-105822.08,0,-41614.38,-105758.016,0,579.9832,604.28876
-41598.535,-103439.59,0,-41716.57,-103458.375,0,258.5537,300.90512
-40149.836,-103441.07,0,-40275.32,-103446,0,324.44983,332.5473
-40275.32,-103446,0,-40406.09,-103430.93,0,332.5473,351.3978
-39974.54,-103414.3,0,-40149.836,-103441.07,0,320.59665,324.44983
-41477.85,-103389.85,0,-41598.535,-103439.59,0,230.86417,258.5537
-40406.09,-103430.93,0,-40542.06,-103385.195,0,351.3978,375.18256
-39800.516,-103372.44,0,-39974.54,-103414.3,0,310.82068,320.59665
-41354.93,-103315.26,0,-41477.85,-103389.85,0,230.97548,230.86417
-40542.06,-103385.195,0,-40681.945,-103314.4,0,375.18256,390.9752
-40681.945,-103314.4,0,-40823.2,-103240.82,0,390.9752,386.0991
-41228.863,-103239.71,0,-41354.93,-103315.26,0,260.58136,230.97548
-40823.2,-103240.82,0,-40962.805,-103193.39,0,386.0991,356.07117
-41098.34,-103192.67,0,-41228.863,-103239.71,0,308.51694,260.58136
-40962.805,-103193.39,0,-41098.34,-103192.67,0,356.07117,308.51694
-39618.715,-103326.22,0,-39800.516,-103372.44,0,304.4079,310.82068
-39433.203,-103272.9,0,-39618.715,-103326.22,0,311.1092,304.4079
-39259.83,-103197.6,0,-39433.203,-103272.9,0,335.75714,311.1092
-39117.39,-103082.445,0,-39259.83,-103197.6,0,375.09485,335.75714
-39016.184,-102918.266,0,-39117.39,-103082.445,0,418.4584,375.09485
-38950.746,-102712.09,0,-39016.184,-102918.266,0,452.09036,418.4584
-38900.992,-102486.01,0,-38950.746,-102712.09,0,465.0874,452.09036
-38841.363,-102267.69,0,-38900.992,-102486.01,0,454.16196,465.0874
-38752.91,-102078.055,0,-38841.363,-102267.69,0,424.94568,454.16196
-38631.535,-101922.73,0,-38752.91,-102078.055,0,389.21353,424.94568
-38487.938,-101792.13,0,-38631.535,-101922.73,0,359.3699,389.21353
-38339.523,-101669.82,0,-38487.938,-101792.13,0,342.85535,359.3699
-38199.195,-101543.945,0,-38339.523,-101669.82,0,339.16254,342.85535
-38067.703,-101415.16,0,-38199.195,-101543.945,0,340.86603,339.16254
-37928.902,-101311.33,0,-38067.703,-101415.16,0,341.25638,340.86603
-35941.395,-103503.31,0,-36068.145,-103351.33,0,295.20117,296.28003
-36068.145,-103351.33,0,-36187.52,-103165.445,0,296.28003,288.19452
-36187.52,-103165.445,0,-36313.297,-102965.79,0,288.19452,268.10095
-36313.297,-102965.79,0,-36459.867,-102773.086,0,268.10095,242.35315
-36459.867,-102773.086,0,-36632.26,-102598.57,0,242.35315,223.98076
-36632.26,-102598.57,0,-36821.207,-102438.875,0,223.98076,225.87354
-36821.207,-102438.875,0,-37006.43,-102279.45,0,225.87354,253.3884
-37006.43,-102279.45,0,-37166.645,-102104.71,0,253.3884,300.56775
-37166.645,-102104.71,0,-37290.555,-101909.234,0,300.56775,352.25662
-37290.555,-101909.234,0,-37382.754,-101703.81,0,352.25662,391.16763
-37382.754,-101703.81,0,-37461.17,-101512.74,0,391.16763,406.15894
-37461.17,-101512.74,0,-37547.42,-101364.164,0,406.15894,397.25742
-37547.42,-101364.164,0,-37655.754,-101278.67,0,397.25742,374.71945
-37786.703,-101262.88,0,-37928.902,-101311.33,0,352.71948,341.25638
-37655.754,-101278.67,0,-37786.703,-101262.88,0,374.71945,352.71948
-35733.25,-112244.49,0,-35828.418,-112057.15,0,198.84547,201.02782
-35627.375,-112421.08,0,-35733.25,-112244.49,0,186.17036,198.84547
-35486.934,-112561.61,0,-35627.375,-112421.08,0,162.54622,186.17036
-35299.426,-112652.805,0,-35486.934,-112561.61,0,134.11345,162.54622
-35073.17,-112703.39,0,-35299.426,-112652.805,0,110.78296,134.11345
-34835.336,-112742.01,0,-35073.17,-112703.39,0,101.102585,110.78296
-34619.31,-112803.86,0,-34835.336,-112742.01,0,107.76751,101.102585
-34448.363,-112913.49,0,-34619.31,-112803.86,0,126.30634,107.76751
-34324.676,-113073.11,0,-34448.363,-112913.49,0,147.60347,126.30634
